,Review,Rate,Device,Review_length
1575,T đã đánh giá và phàn nàn về dịch vụ chăm sóc khách hàng của fpt. Và đã bị xóa đánh giá. Và sẽ ko bao giờ mua hàng của fpt nữa,1,Xiaomi Redmi Note 5 32GB (No.00451494),95
1576,Giá vừa rẻ mà cấu hình cực tốt,5,Xiaomi Redmi Note 5 32GB (No.00451494),23
1577,máy nhiều lỗi kinh khủng camera bị đơ giờ bắt wifi cug đẽo đk luôn,1,Xiaomi Redmi Note 5 32GB (No.00451494),52
1578,Gọi video call camera vãi nồi luôn :(,3,Xiaomi Redmi Note 5 32GB (No.00451494),30
1579,Shop cho hỏi bên FPT có dán cuong luc san pham nay ko ah. Thank ad nhieu nhé,5,Xiaomi Redmi Note 5 32GB (No.00451494),59
1580,"Mình thấy không ổn,pin dùng đc mấy ngày đầu khỏe càng về sau càng giảm dần.cường lực thì đc 2 ngày bong",3,Xiaomi Redmi Note 5 32GB (No.00451494),82
1581,Có bản màu đen k shop. Vs lại pmh 300k có đc trừ trực tiến k vậy ạ,5,Xiaomi Redmi Note 5 32GB (No.00451494),49
1582,Tất cả đều ổn mỗi camera nồi hôi cao,5,Xiaomi Redmi Note 5 32GB (No.00451494),28
1583,Có chính hãng không,3,Xiaomi Redmi Note 5 32GB (No.00451494),16
1584,"Pin k trâu như mình tưởng, còn lại mọi thứ ok",4,Xiaomi Redmi Note 5 32GB (No.00451494),35
1585,Shop phục vụ nhiệt tình,4,Xiaomi Redmi Note 5 32GB (No.00451494),19
1586,Đã mua hơn 1 tuần.Ko có j phải chê .Quá tuyệt ko tầm giá.Mua tại Kim Thành -Hải Dương .Nhân viên bán hàng cũng tạm được.,5,Xiaomi Redmi Note 5 32GB (No.00451494),95
1587,Sản phẩm rất tuyệt vời. Sạc nhanh. Pin lâu. Dùng mượt. Chơi game tốt. Tuy nhiên nhân viên k nhiệt tình bằng tgdd. Bên tgdd khi mua máy nhân viên chỉ dẫn và giúp kiểm tra máy rất tận tình. Bên đây thì chỉ lấy máy đưa tiền rồi về thôi. Lại dán cường lực rất xấu. Bị 7 màu cả 1 mảng giữa màn hình nhìn rất chán,4,Xiaomi Redmi Note 5 32GB (No.00451494),239
1588,"Nhân viên phục vụ tốt, máy đẹp dùng ổn, pin khá, chơi mọi game mượt. Camera kéo sáng lên cao",5,Xiaomi Redmi Note 5 32GB (No.00451494),73
1589,Máy tốt nhân viên nhiệt tình. Tư vấn tốt. Nhưng dán cường lực thì chưa tốt. Có 1 vùng ở giữ màn hình bị hở. Cho 4*,4,Xiaomi Redmi Note 5 32GB (No.00451494),88
1590,Hôm nay đi mua các shop FPT ở Huế mà không có shop nào có con này cả. Thất vọng shop quá. Nhanh về hàng ở các shop tại Huế đi nhé.,4,Xiaomi Redmi Note 5 32GB (No.00451494),99
1591,Độ phân giải 13mp,5,Xiaomi Redmi Note 5 32GB (No.00451494),16
1592,Anh pi nhap mgg thi dc tru them nao tien a,3,Xiaomi Redmi Note 5 32GB (No.00451494),32
1593,Vừa mua dc tuần giảm giá. Chua nhỉ,3,Xiaomi Redmi Note 5 32GB (No.00451494),27
1594,"Dùng thấy tốt chỉ mỗi chụp ảnh hay bị đơ, có ai bị không",4,Xiaomi Redmi Note 5 32GB (No.00451494),43
1595,đã mua về dùng đc 1 tháng và cảm thấy rất hài lòng,5,Xiaomi Redmi Note 5 32GB (No.00451494),38
1596,Nói chung tuyet vời tầm giá..luôn cấu hình ổn pin trau .màn hình dẹp.. nói chung đúng iphone cua xaomi..ok rất tuyệt cày game mobi lien quân max luôn ko láng.. ..,5,Xiaomi Redmi Note 5 32GB (No.00451494),131
1597,"Hiện tại xài đc 1 tuần thì thấy khá mượt,k vđề gì,camera ổn pin trâu,cày đc mọi loại game. Nói chung tầm giá này có thể gọi là vô địch r",4,Xiaomi Redmi Note 5 32GB (No.00451494),106
1598,e tính mua đt này mn cho ý kiến đi ạ,4,Xiaomi Redmi Note 5 32GB (No.00451494),26
1599,Tại sau bài quánh giá của tôi ko còn trên,2,Xiaomi Redmi Note 5 32GB (No.00451494),32
1600,Máy có sẵn tiếng việt không ạ,3,Xiaomi Redmi Note 5 32GB (No.00451494),23
1601,mới mua hôm qus sử dụng đag rất hài lòng và mong ko có lỗi gì xảy ra,4,Xiaomi Redmi Note 5 32GB (No.00451494),51
1602,Hỏi shop .mình mua điện thoại giao hàng tận nơi z có bao hanh hk shop,4,Xiaomi Redmi Note 5 32GB (No.00451494),54
1603,Shop kiểm tra dùm tôi imei1: 358868084693140/01 Imei2:358868084693148/01 Tôi có mua đt SAMSUNG GALAXY J3 PRO (2017) kèm theo gói cước FPT288 (1 năm ) Tôi muốn nhờ shop kiểm tra tôi đã đóng được bao nhiêu tháng rồi.,5,Xiaomi Redmi Note 5 32GB (No.00451494),176
1604,"GỬI ĐẾN CÁC BẠN NÀO MUA MÁY XIAOMI REDMI NOTE 5 MÀ BỊ LỖI PHÁT WIFI (KHI PHÁT VẪN CÓ BIỂU TƯỢNG NHƯNG KHÔNG TRUY CẬP ĐƯỢC)! THEO THÓI QUEN THÌ CHÚNG TA SẼ CHỌN SIM 1 LÀM SIM CHÍNH ĐỂ LIÊN LẠC (NGHE GỌI, NHẮN TIN), SIM 2 SẼ LÀ SIM PHỤ ĐỂ TRUY CẬP INTERNET MÀ CON XIAOMI REDMI NOTE 5 LẠI KHÔNG THỂ PHÁT WIFI KHI CÁC BẠN CHỌN SIM 2 ĐỂ TRUY CẬP INTERNET! NÊN CÁC BẠN HÃY ĐỔI LẠI THÓI QUEN MỘT CHÚT LÀ SỬ DỤNG SIM 1 LÀM SIM PHỤ ĐỂ TRUY CẬP INTERNET VÀ SIM 2 LÀ SIM CHÍNH ĐỂ LIÊN LẠC VÌ CHỈ CÓ BÊN SIM 1 MỚI CÓ THỂ PHÁT SÓNG WIFI DI ĐỘNG THÔI, KHÔNG PHẢI LỖI GÌ ĐÂU! VÀ CÁC BẠN THIẾT LẬP LẠI MỤC ""NHẬN DẠNG AP"" THÀNH ""MẶC ĐỊNH"" ĐỪNG CHỌN ""IPHONE"" VÀ ""BĂNG TẦN AP"" LÀ ""BĂNG TẦN 2,4 GHz"" VÌ KHÔNG PHẢI THIẾT BỊ NÀO CŨNG CÓ THỂ CHẠY BĂNG TẦN 5 GHz ĐÂU, CÒN ""BẢO MẬT"" CÁC BẠN MUỐN CÀI MẬT KHẨU HAY KHÔNG CŨNG ĐƯỢC! KHI THIẾT LẬP XONG BẤM ""OK"" ĐỂ LƯU LẠI!",5,Xiaomi Redmi Note 5 32GB (No.00451494),654
1605,Mới mua được 1 ngày phát Wi-Fi cho may khác kết nối dược nhưng vào mạng ko dược,2,Xiaomi Redmi Note 5 32GB (No.00451494),62
1606,"Mới mua được 2 ngày, chiều nay phải lên để shop gửi về hãng thẩm định lỗi, lỗi tùm lum, chán, đang phân vân không biết nên đổi sang con khác không, buồn hết sức",2,Xiaomi Redmi Note 5 32GB (No.00451494),126
1607,"Mới mua hôm qua. Hôm nay bật phát wii cho máy khác, máy khác bắt được wiji nhưng không có internet. Chán.",1,Xiaomi Redmi Note 5 32GB (No.00451494),84
1608,lỗi tùm lum,1,Xiaomi Redmi Note 5 32GB (No.00451494),11
1609,Con Note 5 Chip 625 chứ đâu phải 636 mà post lên như con Note 5 pro vậy ?,1,Xiaomi Redmi Note 5 32GB (No.00451494),55
1610,"Vào camera bị đơ xong máy tự khoá màn hình luôn, mở lên thì máy báo "" máy ảnh bị lỗi "" ???",4,Xiaomi Redmi Note 5 32GB (No.00451494),68
1611,Pin thụt nhanh,1,Xiaomi Redmi Note 5 32GB (No.00451494),12
1612,Máy tốt mà chia sẻ wifi thì k lên mạng đc..,4,Xiaomi Redmi Note 5 32GB (No.00451494),33
1613,Ko có tặng quà gì hả anh sau em thấy có mấy shop có tặng quà mà,5,Xiaomi Redmi Note 5 32GB (No.00451494),47
1614,"Mới nhận máy xài đã vãi,cam đẹp,máy màu đen đẹp",5,Xiaomi Redmi Note 5 32GB (No.00451494),38
1615,xài mượt nhưng rất nóng,4,Xiaomi Redmi Note 5 32GB (No.00451494),19
1616,Nt nói 1 kiểu bảo có thể gửi máy qua shop gần để ra nhận .lúc gọi lại nói đẽo hỗ chợ chuyển máy đẽo hiểu đợi cái máy mà gần tháng đẽo thấy đâu,1,Xiaomi Redmi Note 5 32GB (No.00451494),108
1617,Vâng! Nhận đặt hàng mà kêu của ngày mai thì ngày mai của ngày nào!,1,Xiaomi Redmi Note 5 32GB (No.00451494),52
1618,Cho em hỏi ở hà đông còn máy màu đen ko ạ?,3,Xiaomi Redmi Note 5 32GB (No.00451494),31
1619,"Thời lượng pin tốt, thiết kế đẹp, cấu hình ngon trong tầm giá",5,Xiaomi Redmi Note 5 32GB (No.00451494),49
1620,"Quá thất vọng với cách phục vụ của FPT, đặt cọc từ ngày 8/5, bây giờ gọi điện ra shop hỏi vẫn báo chưa có máy và còn không nhớ nợ máy khách hàng đã đặt cọc.",1,Xiaomi Redmi Note 5 32GB (No.00451494),120
1621,Ac cho em hỏi máy mới bị lôi đổi như thế nào,2,Xiaomi Redmi Note 5 32GB (No.00451494),33
1622,Cho mình hỏi shop ở hà đông còn màu đen ko ạ? Nếu hết hàng rồi thì bao giờ lô hàng mới về ?,4,Xiaomi Redmi Note 5 32GB (No.00451494),68
1623,Hà đông còn hàng không shop,5,Xiaomi Redmi Note 5 32GB (No.00451494),22
1624,Pin sụt nhanh màn hình độ nét thấp. Khuyên nên cân nhắc trc khi mua. Hiệu mà ko gánh đc cả điện thoại đâu,1,Xiaomi Redmi Note 5 32GB (No.00451494),82
1625,"Mới nhận sản phẩm hôm nay, máy ngon, chiến pubg max cấu hình mượt, cam thì không đẹp lắm, ổn trong tầm giá, hy vọng bền với thời gian :))",4,Xiaomi Redmi Note 5 32GB (No.00451494),108
1626,"Mới nhận sản phẩm hôm nay, máy ngon, chiến pubg max cấu hình mượt, cam thì không đẹp lắm, ổn trong tầm giá, hy vọng bền với thời gian :))",4,Xiaomi Redmi Note 5 32GB (No.00451494),108
1627,"Máy đẹp ,nhân viên phục vụ tận tình",5,Xiaomi Redmi Note 5 32GB (No.00451494),28
1628,Bình chánh còn hàng note 5 k ạ,4,Xiaomi Redmi Note 5 32GB (No.00451494),23
1629,Đặt cọc hứa ngày về máy mà không có. Làm ăn hứa lèo chắc dịch vụ cũng chẳng ra gì.,1,Xiaomi Redmi Note 5 32GB (No.00451494),63
1630,Cho 4 sao đã cầm máy ngoài đời nhưng máy về lâu vl đợi mãi mất công đặt cọc,4,Xiaomi Redmi Note 5 32GB (No.00451494),57
1631,Phi tien cho may thag tung cua,1,Xiaomi Redmi Note 5 32GB (No.00451494),24
1632,để chế độ máy bay tắt wf qua đêm mất 10% @@,3,Xiaomi Redmi Note 5 32GB (No.00451494),32
1633,"Mua về uổng phí. Camera đơ chậm, máy lag",2,Xiaomi Redmi Note 5 32GB (No.00451494),32
1634,đã về phiên bản Xiaomi Redmi Note 5 Pro chưa ạ?,4,Xiaomi Redmi Note 5 32GB (No.00451494),37
1635,Mua máy về để chơi liên quân mà máy nó lag lắm. Dc cái loa to.pin trâu. Ai mua về ít chơi game hay choi game nhẹ thì ok.mình thì bán gấp đây,3,Xiaomi Redmi Note 5 32GB (No.00451494),108
1636,"Tốt,ko có gì bàn thêm",4,Xiaomi Redmi Note 5 32GB (No.00451494),17
1637,quá tuyệt vời chơi pubg mức hd mượt pin trâu thích hợp cho nhưng game thủ cày game trong mua hè này,5,Xiaomi Redmi Note 5 32GB (No.00451494),78
1638,"Thử nghiệm Huawei 3e và Xiaomi redmi note 5 này, vẫn thích Xiaomi nhiều hơn.",4,Xiaomi Redmi Note 5 32GB (No.00451494),62
1639,"máy này dùng để cày game là tốt nhất, mượt, ko lac, ko giật, là một món hàng tuyệt vời đối với các game thủ, còn chụp ảnh thì ko đẹp bằng các hãng khác. Mấy bạn mê selfie thì tốt nhất đừng nên mua loại này, chụp ko đẹp mà đem vứt thì uổng lắm. MÁY NÀY SINH RA ĐỂ CÀY GAME:))",5,Xiaomi Redmi Note 5 32GB (No.00451494),212
1640,Dual camera sao bịt một cái chụp dk cái ko,3,Xiaomi Redmi Note 5 32GB (No.00451494),33
1641,Máy chơi liên quân có bị giật hay lag k ad,3,Xiaomi Redmi Note 5 32GB (No.00451494),32
1642,may choi lien quan muot vo cung,5,Xiaomi Redmi Note 5 32GB (No.00451494),25
1643,Đùng mượt.nhưng sắc bị nóng máy. chơi game 3g cũng ấm. Có sẽ nào bị như mình k,4,Xiaomi Redmi Note 5 32GB (No.00451494),61
1644,"Mới mua ở shop về, hi vọng là không gặp trục trặc gì về máy, hài lòng lắm",4,Xiaomi Redmi Note 5 32GB (No.00451494),56
1645,"Máy đẹp, hiệu năng tốt, cam hơi lag hóng update mới xem sao",5,Xiaomi Redmi Note 5 32GB (No.00451494),47
1646,"Cho 5 sao vì k có chỗ reply, @Điệp mua không Lan bán lại cho, Lan mới mua hôm thứ 6, Điệp contact mail: lanndtb@gmail.com",5,Xiaomi Redmi Note 5 32GB (No.00451494),97
1647,"xày xiaomi rồi thì quên đi các hãng khác luôn, Hài lòng tuyệt đối, về pin, cấu hình, cam thì ko quan tâm lắm, và giá rất mềm nửa, mua đi còn chờ gì nữa,",5,Xiaomi Redmi Note 5 32GB (No.00451494),118
1648,"Thiết kế xấu, chơi game nhanh nóng, sạc chậm, pin 4000 mà nhanh hêt Chụp ảnh thua cả meizu mx6",1,Xiaomi Redmi Note 5 32GB (No.00451494),75
1649,Chỉ có 2 tờ: tuyệt vời trong tầm giá...,5,Xiaomi Redmi Note 5 32GB (No.00451494),31
1650,Miếng dán đt bên mình giá nhiu shop,5,Xiaomi Redmi Note 5 32GB (No.00451494),28
1651,"@Lan :không xài bán lại Điệp mua cho ,chứ đt này trong tầm giá là tuyệt vời r đó Lan à",5,Xiaomi Redmi Note 5 32GB (No.00451494),66
1652,"@Điệp. K phải k biết dùng, k muốn cãi nhau trên đây, mà với mình, mình k thích sp này, mà nó bất tiện, còn chưa kể chân sạc cắm cực kì khó, các chân sạc khác, chỉ cắm nhẹ là vô, chân sạc này cắm mạnh như muốn ấn vỡ mới vào, khe cắm lấy sim rất bất tiện, phải dùng cái móc của nó ấn mãi mới mở đc, rất bất tiện nếu lỡ ném cái móc đó đi đâu mà k tìm thấy",1,Xiaomi Redmi Note 5 32GB (No.00451494),267
1653,Đề nghị fpt shop nên có nhận xét dành riêng cho khách mua hàng. Chứ tôi dùng Xiaomi rất sướng mà nhiều khi toàn bọn gét Xiaomi vào phán bậy bạ làm ảnh hưởng tâm lý người khác,5,Xiaomi Redmi Note 5 32GB (No.00451494),137
1654,Rất nhạy. Sáng. Camera tốt. Mún dùng nhìu tự để khen em nó như ko biết viết thêm gì. Lần đầu thử với xiao mi và mình hoàn toàn hài lòng. Hơn đức Oppo hay samsung Có điều là mình ko thik chế độ hiển thị text trước lúc dùng phím chữ. Có cách nào tật ko nhỉ?,5,Xiaomi Redmi Note 5 32GB (No.00451494),198
1655,Phụ kiện thiếu tai nghe. Kính cường lực cũng không có. Nói chung cũng chưa ổn lắm.,3,Xiaomi Redmi Note 5 32GB (No.00451494),66
1656,mọi thứ tốt chỉ có điều là cảm ứng hơn giựt giựt nhẹ như kiểu loạn cảm ứng trên iphone khi cắm sạc dỏm vào ấy. bị nhẹ thôi nhưng cũng hơi khó chịu. k biết phải do ROM tiếng việt k,3,Xiaomi Redmi Note 5 32GB (No.00451494),138
1657,đúng là cảm ứng ko mượt bằng các dòng cao cấp nhưng với số tiền thế là ok rồi!,4,Xiaomi Redmi Note 5 32GB (No.00451494),60
1658,"Bạn @Lan bạn có biết xài k ? Cảm ứng nhạy vậy mà kêu ko nhạy ,phím điều hướng thì bật lên bà ,còn bàn phím nhỏ thì chỉnh cho to ra ,mới biết xài đt à chế .",5,Xiaomi Redmi Note 5 32GB (No.00451494),117
1659,"Ảnh màu da không thật dù k để chế độ làm đẹp, các ứng dụng k thấy nút quay lại, bàn phím nhỏ, gõ toàn bị lộn chữ, chán vô cùng, cảm ứng k mượt",1,Xiaomi Redmi Note 5 32GB (No.00451494),108
1660,Mới sài ít ngày.máy chạy mượt.,5,Xiaomi Redmi Note 5 32GB (No.00451494),25
1661,"Vô đối phân khúc tầm trung,đt 7tr cũng ko thể sánh ngang được",5,Xiaomi Redmi Note 5 32GB (No.00451494),49
1662,sao ram chỉ có 3GB nhỉ,4,Xiaomi Redmi Note 5 32GB (No.00451494),17
1663,Quá đỉnh của đỉnh,5,Xiaomi Redmi Note 5 32GB (No.00451494),14
1664,"Hàng về quá lâu , nhất là màu đen.",1,Xiaomi Redmi Note 5 32GB (No.00451494),26
1665,Máy cực mượt!,5,Xiaomi Redmi Note 5 32GB (No.00451494),11
1666,Máy đẹp pin 🐃 camera trước chụp đẹp tuy nhiên camera sau tệ quá .,4,Xiaomi Redmi Note 5 32GB (No.00451494),51
1667,Shop phục vụ rất tốt,5,Xiaomi Redmi Note 5 32GB (No.00451494),16
1668,"Chỉ một từ: ""Ưng!""",5,Xiaomi Redmi Note 5 32GB (No.00451494),15
1669,Cho hỏi mã giảm giá có thể đến cửa hàng dùng không ạ,5,Xiaomi Redmi Note 5 32GB (No.00451494),40
1670,Một con điện thoại ko phải là hoàn hảo mà là.... Quá hoàn hảo. Tuyệt vời Xiaomi,5,Xiaomi Redmi Note 5 32GB (No.00451494),63
1671,Dùng rất tốt,5,Xiaomi Redmi Note 5 32GB (No.00451494),10
1672,"Bạn cho mjh ? Shop ở phố ghẽ tân trường cẩm giàng Hải Dương con hàng ko vậy , nếu có bao mjh sdt 0974842280",4,Xiaomi Redmi Note 5 32GB (No.00451494),83
1673,Mới nhận hôm 9/5 đt đẹp mê lì,5,Xiaomi Redmi Note 5 32GB (No.00451494),26
1674,Chưa bao giờ dùng điện thoại nào hài lòng về giá và chất lượng như Xiaomi Note 5. Rất tuyệt...,5,Xiaomi Redmi Note 5 32GB (No.00451494),75
1675,Add ơi gần khoảng gần từ đông thạnh huyện hóc môn thì có chi nhánh nào gần đó ko ạ đễ dễ bảo hành ạ,4,Xiaomi Redmi Note 5 32GB (No.00451494),75
1676,Tuyệt cú mèo,5,Xiaomi Redmi Note 5 32GB (No.00451494),10
1677,Ba vì hà nội có hàng chưa shop,5,Xiaomi Redmi Note 5 32GB (No.00451494),23
1678,Quá tuyệt vời,5,Xiaomi Redmi Note 5 32GB (No.00451494),11
1679,"CHi nhánh chơn thành, bình phước có máy chưa shop",4,Xiaomi Redmi Note 5 32GB (No.00451494),40
1680,Rất hài lòng,5,Xiaomi Redmi Note 5 32GB (No.00451494),10
1681,nó là xiaomi red mi note 5 pro bi đôi tên á,5,Xiaomi Redmi Note 5 32GB (No.00451494),32
1682,Chờ nokia x6,2,Xiaomi Redmi Note 5 32GB (No.00451494),10
1683,"Ngày 7/5 xiaomi ra mắt redmi note 5 tại nước ta, 500 anh em đợi thêm vài ngày nữa nhé.",5,Xiaomi Redmi Note 5 32GB (No.00451494),67
1684,Bác Quân ơi thông tin ngày 15 bắt đầu mở bán chính thức bản 4gb/64gb bác tìm đâu ra vậy ?,5,Xiaomi Redmi Note 5 32GB (No.00451494),69
1685,"Hàng chính hãng phải đợi người ta nhập về chứ. Thủ tục các khâu này nọ. Đâu như mấy anh xách tay, chỉ cần đến cửa khẩu đưa tiền là thẩm quyến nó tuồn máy về đâu. Hóng hàng",5,Xiaomi Redmi Note 5 32GB (No.00451494),133
1686,Có lồn đâu mà đánh giá,1,Xiaomi Redmi Note 5 32GB (No.00451494),17
1687,Khi nào về hàng vậy đợi 15 ngày rồi mà vẫn thấy mỗi chữ hàng sắp về là sao shop,1,Xiaomi Redmi Note 5 32GB (No.00451494),60
1688,Hàng chưa về mà đánh giá gì. Lâu quá không thấy hàng về cho 1 sao,1,Xiaomi Redmi Note 5 32GB (No.00451494),50
1689,Có bản 4gb ram chưa vậy?,3,Xiaomi Redmi Note 5 32GB (No.00451494),19
1690,đúng mấy thằng xài hàng xách tay giá rẻ.... qua kêu hàng chính hãng giá mắc :)))... tiền ít đòi hít lờ hơm,5,Xiaomi Redmi Note 5 32GB (No.00451494),84
1691,Có lộn ko ko vậy mấy ba. bản 3G 4tr9 bán giá trên trời vậy ai mua ?????,2,Xiaomi Redmi Note 5 32GB (No.00451494),54
1692,"Ko bán thì ko bán, bán thì thông báo ngày bán.",1,Xiaomi Redmi Note 5 32GB (No.00451494),36
1693,THỨ 7 5/5/2018 mới đúng @Hoang Trung,1,Xiaomi Redmi Note 5 32GB (No.00451494),30
1694,"Chắc chắn ngày 7/5 máy sẽ được ra mắt tại Pollux Room, GEM Center, Số 8 Nguyễn Bỉnh Khiêm, Quận 1 lúc 14h:00 nhé........",4,Xiaomi Redmi Note 5 32GB (No.00451494),97
1695,xoá đánh giá là sao,5,Xiaomi Redmi Note 5 32GB (No.00451494),15
1696,"Giá chấp nhận được, dù không đẹp như em độc quyền đầu tiên. Nhưng thời gian chờ hàng về từ lúc thông báo sẽ bán hàng thì không thể chấp nhận được. Chắc chắn không ít người lựa chọn cellphones hoặc mua một mẫu khác như mình vì chẳng biết đến bao giờ mới có máy. Qtv chỉ biết copy paste câu trả lời cho mọi thắc mắc của khách",3,Xiaomi Redmi Note 5 32GB (No.00451494),254
1697,Giá này là bản 3gb ram hay 4gb ram vậy shop???,4,Xiaomi Redmi Note 5 32GB (No.00451494),36
1698,Thôi đợi mi 6x về còn em này mình không cần nữa.hết hót rồi,1,Xiaomi Redmi Note 5 32GB (No.00451494),46
1699,"Đợi cho đã rùi giờ bên TQ nó ra 6x luôn, lấy về luôn đi shop",3,Xiaomi Redmi Note 5 32GB (No.00451494),45
1700,Mắy ba bình tĩnh hộ cái cứ chờ đi tui chờ từ tháng 2 tới h đây. 90% là qua lễ fpt mới kinh doanh. Hàng mới đang hot k mở trc 30-4 đâu,4,Xiaomi Redmi Note 5 32GB (No.00451494),100
1701,Sản phẩm thì cũng mới. Nhưng giá của fpt cao. Giá của thị trường di động có 4tr2. Ma fpt 4tr9,4,Xiaomi Redmi Note 5 32GB (No.00451494),73
1702,giá xiaomi note 5 giá 4.900k fpt bán hơi cao,3,Xiaomi Redmi Note 5 32GB (No.00451494),35
1703,Hóng ......,5,Xiaomi Redmi Note 5 32GB (No.00451494),10
1704,nhớ mang về thị xã gia nghĩa tỉnh đăk nông 2 cái nha shop,5,Xiaomi Redmi Note 5 32GB (No.00451494),44
1705,Đợi chờ trong mỏi mòn.mình muốn là người đầu tiên mua e nó,5,Xiaomi Redmi Note 5 32GB (No.00451494),46
1706,Sắp về mà đợi mòn mỏi . cho 1 ngày chính sác có phải tốt hơn k,1,Xiaomi Redmi Note 5 32GB (No.00451494),46
1707,"Điện thoại ra từ tháng 2 mà giờ tháng 4 chưa về hàng, rồi vài tháng sau về thì nó ra moel mới.",1,Xiaomi Redmi Note 5 32GB (No.00451494),72
1708,Cho hỏi hàng về chưa bao lâu mới có vậy fpt,3,Xiaomi Redmi Note 5 32GB (No.00451494),33
1709,có phải not 5 pro không,5,Xiaomi Redmi Note 5 32GB (No.00451494),18
1710,Khi nào bán ra vậy ad ?,5,Xiaomi Redmi Note 5 32GB (No.00451494),17
1711,"Hóng lâu quá,chất mua hàng sách tay xài",1,Xiaomi Redmi Note 5 32GB (No.00451494),32
1712,Có bản 4g chưa shop,2,Xiaomi Redmi Note 5 32GB (No.00451494),15
1713,"Phần cấu hình có j đó sai sai , độ phân giải màn hình chưa tới 2k , gpu 506 , đáng le phải 509 chứ",5,Xiaomi Redmi Note 5 32GB (No.00451494),73
1714,bao jo moi co hang vay shop,4,Xiaomi Redmi Note 5 32GB (No.00451494),21
1715,"có mấy thằng ngu kinh khủng note 5 là bản TQ, note 5 pro là bản ấn độ chỉ khác nhau TQ camera 13m, ấn 20m thôi. Có thế cũng k bt đúng là ngu hơn chó",4,Xiaomi Redmi Note 5 32GB (No.00451494),112
1716,Hy vọng fpt sẽ bán bản ram 4/64gb,5,Xiaomi Redmi Note 5 32GB (No.00451494),30
1717,Về hàng nhanh lên ad ....vũng tàu nha,5,Xiaomi Redmi Note 5 32GB (No.00451494),30
1718,Chờ hơi lâu,1,Xiaomi Redmi Note 5 32GB (No.00451494),9
1719,Chờ quá lâu,1,Xiaomi Redmi Note 5 32GB (No.00451494),9
1720,Mong Shop nhập hàng về sớm,5,Xiaomi Redmi Note 5 32GB (No.00451494),21
1721,M xem người dùng nhu cầu dùng bản 3gb hay 4gb nhiều hơn rồi hẵng phát biểu. Xem bao nhiêu thằng đòi bản 4GB so với bản 3GB,1,Xiaomi Redmi Note 5 32GB (No.00451494),95
1722,Thằng trong kia nói ngủ vãi. Giờ mỗi năm đổi 1 mấy mà dùng. Chứ đừng đéo lâu dài( có khi vài tháng đã đổi máy). Mà dùng cái lol gì mà chạy nhiều App cho tốn pin. Cùng lắm là vừa xem video lướt Web với Facebook vài thứ linh tinh chứ mấy.,5,Xiaomi Redmi Note 5 32GB (No.00451494),183
1723,"Thêm một thằng ngu ở dưới nữa, m ko biết redmi note 5 (china) có 3 phiên bản ram là 3/4/6 gb à, google rồi hẵng lên đây phát biểu nhé",1,Xiaomi Redmi Note 5 32GB (No.00451494),103
1724,Bản 4gb nhiều người quan tâm hơn,5,Xiaomi Redmi Note 5 32GB (No.00451494),26
1725,Mấy thằng ko biết gì mà phán đắt gì.giá xách tay bản màu đen cũng ngang giá FPT shop đưa ra cho bản 32g rồi.còn con 5+ làm sao có cửa sổ vớu con này.chíp 636 hơn 625 nhiều.còn ram 3g dùng by là oke rồi.chả thằng nào mở 1 đó app lên dùng làm gì cả,5,Xiaomi Redmi Note 5 32GB (No.00451494),190
1726,Nên là bản 4gb,1,Xiaomi Redmi Note 5 32GB (No.00451494),11
1727,Giá quá cao... Giá này lên là bản 4g.. Giá này lấy 5plus 4g của tgdd sẽ ngon hơn..,2,Xiaomi Redmi Note 5 32GB (No.00451494),64
1728,Nên là bản 4gb,2,Xiaomi Redmi Note 5 32GB (No.00451494),11
1729,hóng lâu quá,1,Xiaomi Redmi Note 5 32GB (No.00451494),10
1730,Hàng về hốt liền,4,Xiaomi Redmi Note 5 32GB (No.00451494),13
1731,Mong ad nhập hàng sơm,5,Xiaomi Redmi Note 5 32GB (No.00451494),17
1732,Tốt trong tầm giá.,5,Xiaomi Redmi Note 5 32GB (No.00451494),15
1733,Ad shop ơi đây có bán ốp cho sp ko ạ,5,Xiaomi Redmi 6 3GB-32GB (No.00537919),26
1734,Mk mới lấy sp hôm qua cảm giác rất hài lòng nhân viên shop phục vụ rất nhiệt tình và tốt . hàng chính hãng đảm bảo pin khá ổn i love fpt shop mong có cơ hội mua sp tại shop,5,Xiaomi Redmi 6 3GB-32GB (No.00537919),131
1735,Mới mua được 2 ngày cảm thấy rất tốt và đầm tay pin xài lâu chơi game max setting vẫn mượt,5,Xiaomi Redmi 6 3GB-32GB (No.00537919),70
1736,Dinh mua con nay ma nge nhiu ng k thit k bt sao nua.ai co sai roi cho minh xin y kien,3,Xiaomi Redmi 6 3GB-32GB (No.00537919),64
1737,Dùng con nayd được 6 tháng. Mới đầu máy chạy ngon oke. Nhưng pin tgif kém. Sau thời gian thì máy cứ dùng 1 lúc là lại rớt wifi. Còn có hiện tượng thỉnh thoảng đang nghe nhạc youtube thì dừng lại mk ấn play thì thấy xuất hiện thông báo cảm ơn bạn đã xác nhận mà k có ứng dụng nào chạy ngoài youtube. Nghi vấn về tính bảo mật của dong xiaomi,3,Xiaomi Redmi 6 3GB-32GB (No.00537919),265
