,Review,Rate,Device,Review_length
1098,Con này trừ màn hình ra là hơn con mi note 4 thôi còn lại giống mà bán thì cắt cổ Thà mua mi a1 thêm ít ngon hơn nhiều,3,Xiaomi Redmi 5 Plus (No.00441537),89
1099,Khi nào shop kinh doanh redmi 5note pro,4,Xiaomi Redmi 5 Plus (No.00441537),32
1100,tầm giá này thì con này quá ngon,5,Xiaomi Redmi 5 Plus (No.00441537),25
1101,4tr thì ngon,5,Xiaomi Redmi 5 Plus (No.00441537),10
1102,Giá đã giảm xuống còn 4 triệu :D,5,Xiaomi Redmi 5 Plus (No.00441537),25
1103,Giá tầm 4490k là hợp lí vì cấu hình ko có gì vượt trội so với các máy khác trong phân khúc tầm trung này. Với lại xiaomi ko có thị trường marketing nên ít người biết tới. Chỉ mấy người tìm hiểu mà đã tìm hiểu thì họ biết giá xứng đáng của sản phẩm rồi. Nếu trên 4490k chắc sẽ ế hàng.,4,Xiaomi Redmi 5 Plus (No.00441537),220
1104,này thì giá ảo 5 chai,1,Xiaomi Redmi 5 Plus (No.00441537),16
1105,Giá thì chưa có chính thức mà chửi người ta như đúng rồi vậy. Nói luôn là giá 3.990.000vnd để các ông đừng chửi người ta nữa. Giá này tính ra còn thấp hơn xách tay nếu mua thêm gói bảo hành.,5,Xiaomi Redmi 5 Plus (No.00441537),149
1106,"Giá quá chátosố với những gì Xiaomi cam kết ,fpt nâng giá cao quá ,thông số bằng redmi 4x mà camera cũng ko bằng đc mỗi màn hình mà chém ác lại phải mua xách tay rồi",2,Xiaomi Redmi 5 Plus (No.00441537),129
1107,Redmi 5 mà bán 3990k là thấy không hợp lí rồi . Giờ fbt mà bán con remi 5 plus thì giá chắc hơn 4500k quá . Mong fbt bán dưới giá 4tr4 là ổn,1,Xiaomi Redmi 5 Plus (No.00441537),106
1108,"Bản 3GB RAM dung lượng bộ nhớ 32GB nên bán từ 4,290k - 4,490k chứ bán 4,990k là quá cao so với giá của Xiaomi bán ở thị trường quốc tế. Chưa kể Việt Nam là quốc gia có mức thu nhập thấp, thuế VAT thấp hơn TQ (17%) và Ấn Độ (18%)",1,Xiaomi Redmi 5 Plus (No.00441537),176
1109,3gb mà bán 4990 là không hợp lý đâu :; nói đúng thì bán 3gb 4490 là hợp lý nhất fpt oi,1,Xiaomi Redmi 5 Plus (No.00441537),70
1110,"3GB RAM mà bán tới 4,990,000 ??? Phiên bản 3GB chỉ có 150USD ~ tầm 3,4 triệu, phiên bản 4GB RAM có giá 195USD ~ 4,4 triệu. Bán 4,990,000 cho bản 3GB là thấy hơi bị ảo tưởng rồi đó.",1,Xiaomi Redmi 5 Plus (No.00441537),141
1111,"3GB RAM mà bán tới 4,990,000 ??? Phiên bản 3GB chỉ có 150USD ~ tầm 3,4 triệu, phiên bản 4GB RAM có giá 195USD ~ 4,4 triệu. Bán 4,990,000 cho bản 3GB là thấy hơi bị ảo tưởng rồi đó.",1,Xiaomi Redmi 5 Plus (No.00441537),141
1112,Hàng đâu hàng đâu . Lâu quá vậy trời ơiiiiiiiiiiiii,5,Xiaomi Redmi 5 Plus (No.00441537),42
1113,"Mừng quá có bản màu đen rồi.. Thiệt, shop biết cách lắng nghe người đùng đó. Đa phần mua sản phẩm này là nam, mà về bản màu vàng là thấy sai quá sai rồi.. 1/3 nếu có sẳn hàng sẽ mua ngay.",5,Xiaomi Redmi 5 Plus (No.00441537),145
1114,Khi mua mình có được gián miếng cường lực không nhỉ ! Shop có ốp lưng luôn không !,5,Xiaomi Redmi 5 Plus (No.00441537),64
1115,Sao giờ vẫn chưa có hàng về nữa ta hóng trước tết tời giờ @@,1,Xiaomi Redmi 5 Plus (No.00441537),46
1116,Chừng nào mới có hàng vậy .,5,Xiaomi Redmi 5 Plus (No.00441537),21
1117,"Màu đen đâu????? Ghét cái màu vàng này quá trời quá đất, nhìn nó lúa lúa sao ý",4,Xiaomi Redmi 5 Plus (No.00441537),61
1118,"Màu đen đâu????? Ghét cái màu vàng này quá trời quá đất, nhìn nó lúa lúa sao ý",4,Xiaomi Redmi 5 Plus (No.00441537),61
1119,"Redmi 5 Plus 64GB + 4GB RAM giá này cũng ổn rồi các bạn ạ. Nếu muốn rẻ hơn bạn có thể chọn dòng Redmi 5 với 3GB RAM + 32GB với mức giá ổn hơn. Redmi 5 Plus 32GB + 3GB RAM cũng không rẻ hơn con này bao nhiêu đâu, thêm tý tiền vào mua xài cho sướng.",5,Xiaomi Redmi 5 Plus (No.00441537),188
1120,"Sp 18:9 dùng khá là mới mẻ.chip 625 ổn vs 3g,4g ram.pin 4k dùng đc 8-10 h oncreen.giao diện miui đẹp. Dễ tùy chỉnh.cam chụp xấu,màn dài rơi dễ vỗ. Đợi unlock bootloader lâu. Hàng xiaomi của trung quốc không đẹp và chip xịn giống Oppo của mỹ như mấy bạn trên đánh giá.còn so em nó với A83 thì...",5,Xiaomi Redmi 5 Plus (No.00441537),235
1121,Hàng chưa về nữa hả shop,4,Xiaomi Redmi 5 Plus (No.00441537),19
1122,lẹ lẹ shop ơi..mai ra shop mua nè,5,Xiaomi Redmi 5 Plus (No.00441537),26
1123,"Con này giá mà trên 4tr5 thì khó bán, vì con Oppo A83 hiệu năng cao hơn giá đã 4tr9 rồi với lại Oppo có tiếng hơn là Xiaomi. Giá tốt nhất là 4,290k hoặc 4,490k",5,Xiaomi Redmi 5 Plus (No.00441537),124
1124,Dan có 4tr chờ em nó,5,Xiaomi Redmi 5 Plus (No.00441537),15
1125,Hy vọng giá dưới 4tr5,5,Xiaomi Redmi 5 Plus (No.00441537),17
1126,Ngoài bán có 3tr6 muốn cạnh tranh thì bán khoảng 4tr đến 4tr2,3,Xiaomi Redmi 5 Plus (No.00441537),49
1127,Làm mẹ gì lâu vây shop pi nguoi ta co lau roi ma fpt van chua có,1,Xiaomi Redmi 5 Plus (No.00441537),48
1128,Cầu mong hàng về trước Tết. Nhập hàng nhanh nhanh đi FPT.,5,Xiaomi Redmi 5 Plus (No.00441537),46
1129,Sao mấy cái shop như lzd vs shopee có rùi mà fpt chưa có nhề.,5,Xiaomi Redmi 5 Plus (No.00441537),47
1130,mong là về trước tết,5,Xiaomi Redmi 5 Plus (No.00441537),16
1131,Còn gì tuyệt vời bằng,5,Xiaomi Pocophone F1 (No.00503337),17
1132,Trong hộp có gì v shop ?,5,Xiaomi Pocophone F1 (No.00503337),18
1133,Chưa đc trải nghiệm chỉ mong có trả góp 0% để em có cơ hội được dùng nó,3,Xiaomi Pocophone F1 (No.00503337),54
1134,Em chưa 18 mua luôn ko trả góp đc ko,5,Xiaomi Pocophone F1 (No.00503337),27
1135,"trước nghe bảo lỗi các kiểu để đến giờ này mua máy lô tháng 1/2019 thì quả là tuyệt vời hở sáng , delay cảm ứng đã ko còn . máy ngon và đáng tiến nhất tầm giá này ko còn gì để chê",5,Xiaomi Pocophone F1 (No.00503337),136
1136,Cần tư vấn về cách sạc pin để bảo vệ đt,5,Xiaomi Pocophone F1 (No.00503337),29
1137,đây là cái điện thoại hời giá mà ngon nhất rồi ae ạ.AMAZING,5,Xiaomi Pocophone F1 (No.00503337),47
1138,Mình mới mua phocophone f1 rất cần hỗ trợ về cách sắc pin the nào là đúng cách để pin được ơn định tuổi thơ a,5,Xiaomi Pocophone F1 (No.00503337),84
1139,Cho mình hỏi phocopheno kg có radio nhưng sao đt mình co,5,Xiaomi Pocophone F1 (No.00503337),45
1140,Cứ là OK thôi chạy 2acc kiếm thế Mobile phà phà.,5,Xiaomi Pocophone F1 (No.00503337),38
1141,Chỉ tiếc là không có NFC+2 cảm biến còn lại rất tuyệt vời,5,Xiaomi Pocophone F1 (No.00503337),45
1142,cho minh hoi ban ram 8g bo nho 128g shop khong ban sao ad,5,Xiaomi Pocophone F1 (No.00503337),44
1143,"Ad cho mình hỏi hiện fpt shop kỳ anh , hà tĩnh có máy không ạ",5,Xiaomi Pocophone F1 (No.00503337),46
1144,Trên cả tuyệt vời :)),5,Xiaomi Pocophone F1 (No.00503337),17
1145,"Thực sự với tầm giá 8tr mình k thấy có máy nòa có thể hơn được pocophone f1. Quá tuyệt vời, cảm ơn fpt đã đưa máy này về việt nam",4,Xiaomi Pocophone F1 (No.00503337),99
1146,Trừ loa nghe nhạc ko đc hay cho lắm và tai thỏ ko ăn đc thì mọi thứ còn lại là rất tuyệt vời,4,Xiaomi Pocophone F1 (No.00503337),69
1147,"Tôi chỉ cho 4 sao, hài lòng về mọi thứ, không bị hở sáng, chơi game mượt, chỉ trừ 1 cái là khi cầm lên nó hơi cấn tay 1 chút, tai thỏ chưa tối ưu tốt",4,Xiaomi Pocophone F1 (No.00503337),113
1148,Không có gì để chê sau 4 tháng sử dụng,5,Xiaomi Pocophone F1 (No.00503337),29
1149,Mua tra gop co dc giam gia k,3,Xiaomi Pocophone F1 (No.00503337),21
1150,CHƯA MUA NHƯNG XEM REVIEW HÀI LÒNG VỚI E POCO NÀY QUA TẾT SẼ MUA,5,Xiaomi Pocophone F1 (No.00503337),50
1151,Trừ việc không tắt đc tai thỏ và cảm ứng không mượt bằng màn hình amoled. Còn lại mọi thứ điều ok. Cảm nhận của tui khi sử dụng đc 1 tháng,4,Xiaomi Pocophone F1 (No.00503337),107
1152,"Hiện tại cho hỏi ở Huyện Hồng Ngự, tỉnh Đồng Tháp còn hàng không ạ?",5,Xiaomi Pocophone F1 (No.00503337),53
1153,"tối qua vừa mua xong.tạm thời sau 1 đêm trải nghiệm máy chạy mượt,nhận dạng khuôn mặt cực nhạy.pin tốt.nhân viên nhiệt tình có mỗi điều là dán màn hình mặt lưng k dc mịn xuất hiện nhiều bọt khí.",5,Xiaomi Pocophone F1 (No.00503337),155
1154,Tuyệt hết chỗ chê. Có cái pin hơi yếu nhưng phê lắm,5,Xiaomi Pocophone F1 (No.00503337),40
1155,"Từ khi lên Android 9 antutu lên hẳn 290k điểm. Chơi game full đồ hoạ các kiểu k có hiện tượng giật gì. Fps cực kỳ tốt 59-60. Pin max trâu, hiệu năng k giảm mấy khi máy nóng. Chơi game tầm 3 tiếng antutu vẫn 285k điểm.vkl Có điều máy này có hạn chế đường truyền hay sao á.. Tải cái liên quân chờ lâu vl",5,Xiaomi Pocophone F1 (No.00503337),235
1156,Xài rất tốt chơi game rất mượt tuyệt vời,5,Xiaomi Pocophone F1 (No.00503337),32
1157,"Rất tốt,tốc độ ngoài sức tưởng tượng",5,Xiaomi Pocophone F1 (No.00503337),30
1158,Máy dùng rất tốt!!!,5,Xiaomi Pocophone F1 (No.00503337),16
1159,"Đã mua đc 2 tháng, tuyệt vời",5,Xiaomi Pocophone F1 (No.00503337),22
1160,Mới mua con này ở shop 68 FPT lê lợi Lagi bình thuận . Nhìn chung nhân viên ở đây tư vấn nhiệt tình . Nhân viên có tên húy cho mình thấy bán rất nhiệt tình luôn ý. Thấy máy sài cũng ở k pik một thời gian sẽ ra sao,5,Xiaomi Pocophone F1 (No.00503337),162
1161,Ngày đầu tiên FPT Phúc Yên có ra mua luôn . Trải nghiệm tuyệt vời so với tầm giá,5,Xiaomi Pocophone F1 (No.00503337),62
1162,Ko hổ trợ trả góp hả ad,5,Xiaomi Pocophone F1 (No.00503337),17
1163,"Sản phẩm tuyệt vời, chơi liên quân và pubgm max mượt, chơi liên tục 5 tiếng không nóng máy. Về chụp ảnh thì ổn, giá quá hời cho một món có chip ngon như vậy, ae nên mua 😊😊😊",5,Xiaomi Pocophone F1 (No.00503337),134
1164,Sao focophone f1 k có thêm nhiều hàng vậy ạ ít hàng quá,4,Xiaomi Pocophone F1 (No.00503337),43
1165,"Hiệu năng/giá siêu tốt, pin trâu, màng hình đẹp. Đối với mình thì hoàn hảo vì trc giờ vỏ nhựa hay vỏ nhôm nguyên khối gì gì thì cg đều phải xài case nên ko quan trọng",5,Xiaomi Pocophone F1 (No.00503337),130
1166,Mình vừa xúc e nó. Máy trưng bày thì bị hở sáng. Nên mình đsx yêu cầu đổi máy. Máy mới ok về mọi mặt cảm giác hài lòng,4,Xiaomi Pocophone F1 (No.00503337),90
1167,"Máy thì tốt ok cấu hình tuyệt vời chiến game nặng như PUBG MOBILE hay liên quân điều tốt ko lag giật máy không nóng như mọi người nghỉ Điểm trừ của máy là pin,khi chiến game máy ăn pin hơi bị nhiều vì là vỏ nhựa nên cảm giác cần nó hơi không thoải mái Giắc tai nghe thì thiết kế bên trên nên khi lước fb bị vướng dây lịch báo thức ko lập lại máy có quá nhiều app của nhà phát hàng.còn hở sáng thì ko có máy giá đó cũng tuyệt rồi ĐÁNG NÊN MUA",4,Xiaomi Pocophone F1 (No.00503337),342
1168,"Vừa mới hốt em nó về , chủ yếu mua để Gaming tốt hơn và nó đã đáp ứng được điều đó . Chơi rất mượt (mượt như da em bé vậy) , nhiệt độ ổn định , và nhìn game nó chạy được 60 fps khiến tôi cảm động ra nước mắt (thật đấy tại trước giờ toàn nhìn 20 ~30 fps) (nếu bạn thắc mắc thì vâng,nó mở khóa được 60 fps Liên Quân ) . Với giá tiền như thế thì đây là 1 lựa chọn hợp lý .",5,Xiaomi Pocophone F1 (No.00503337),278
1169,trả góp có các mức % chứ bạn... thấy bắt buộc 0% vậy,5,Xiaomi Pocophone F1 (No.00503337),40
1170,Mới mua hôm nay. Cảm nhận máy chạy rất nhanh. Mượt. Pin ok trâu phết. Trước cũng từng dùng máy xaomi rồi. Rất bền. Còn con pocophone này k biết có chất lượng k. Để dùng 1 thời giqn xem sao.,5,Xiaomi Pocophone F1 (No.00503337),149
1171,Cho hỏi con này có bán ở fpt ở ngã tư miếu ông ko ak e đang cần gấp,5,Xiaomi Pocophone F1 (No.00503337),49
1172,"Mình cũng mới mua được nửa tháng. Kết luận như sau. Cấu hình quá khủng, chạy tất cả các ứng dụng nhanh như chớp, hiệu năng tương đương ip x max. Tuy rằng k chơi game nhưng qua 4h xem phim liên tục máy k tăng nhiệt mà vẫn ổn định. Nhược điểm ở mỗi vỏ máy là nhựa do hãng đánh đổi lấy hiệu suất nên bỏ qua chi tiết ngoại hình",5,Xiaomi Pocophone F1 (No.00503337),251
1173,"Đã mua và xài được 1 tháng. Mình có một số kết luận như sau: cấu hình quá khủng, chiến tất cả game nặng nhé, tản nhiệt tốt, pin khá trâu, màn hình khá khi xem phim và giải trí, máy mình mua không bị hở sáng như mọi người nói. Nhược điểm duy nhất của máy là ốp nhựa và viền hơi dày một chút",5,Xiaomi Pocophone F1 (No.00503337),224
1174,Tất cả đều ngon trừ cái màn hình hơi bị hở sáng chút.,5,Xiaomi Pocophone F1 (No.00503337),41
1175,Tầm giá này thêm hơn 1 củ nữa qua mistore.com mua mi 8 cho lành.,3,Xiaomi Pocophone F1 (No.00503337),50
1176,"Tất cả điều ổn ngoại trừ pin còn hở sáng thì cái nào cũng bị , lước facebook với vô Zalo tầm 1h mà tuộc 20%",3,Xiaomi Pocophone F1 (No.00503337),82
1177,Tốt Nhưng em ko có tiền mua,5,Xiaomi Pocophone F1 (No.00503337),21
1178,"Chất lượng gia công ở mức thấp. Máy chơi game nhưng khả năng tản nhiệt kém, do quá nóng nên thỉnh thoảng khung hình bị khựng đơ. Màn hình bị hở sáng khá nặng, xuất hiện nhiều điểm chết. Kết luận máy chỉ đánh vào tâm lý cấu hình cao chứ những vấn đề khác thực sự rất kém.",1,Xiaomi Pocophone F1 (No.00503337),212
1179,Mình mới mua chiều hôm qua. Trải nghiệm qua 1 ngày thấy máy khá ok. Ngoại trừ việc bị chói hoặc hở sáng phần góc dưới màn hình và chơi game k được ngon như review cụ thể đánh liên quân fps cao mà bị drop liên tục 50- 54 fps ít khi nào lên được 60. Bên FPT mình có đem điện thoại của mình và bạn mình ( điện thoại nó không hở sáng) ra kiểm tra phần góc màn hình bị hở sáng nhưng bên kỹ thuật bảo đó không phải lỗi.,4,Xiaomi Pocophone F1 (No.00503337),319
1180,"Máy tốt, chỉ có điều là vỏ bằng nhựa, nên khi chơi có cảm giác máy không thoát nhiệt được ấy, pin trâu, ốp lưng đi kèm như kiểu bị lỏng ấy không gắng chặt với máy được, với màn hình nên là AMOLED vì máy cũ là AMOLED.",4,Xiaomi Pocophone F1 (No.00503337),168
1181,"tôi đã dùng note fe, s9 rồi dùng máy này, phải nói rất hài lòng vì nhanh, mượt. suy ra là tiết kiệm thời gian cho bản thân",5,Xiaomi Pocophone F1 (No.00503337),95
1182,Mới mua dc mấy hôm.ngoài thiết kế bằng nhựa ra thì ko có chổ nào chê dc.Đáng đồng tiền,5,Xiaomi Pocophone F1 (No.00503337),68
1183,Ngon quá. Tôi mua con pocophone F1 này để trị cái game vl1 phiên bản Mobi đang gây sôt mấy ngày qua. Rất tuyệt đã test cho chạy thử 2 ạc trên cùng 1 lúc. Quá tuyệt vời chạy phà phà dù seve mấy chục nghàn người đang test. Đáng đồng tiền bát gạo.,5,Xiaomi Pocophone F1 (No.00503337),191
1184,Hieu nang cao nhưng mk muốn được nhiều lựa chọn hơn,5,Xiaomi Pocophone F1 (No.00503337),41
1185,Máy xài bao phê chơi game thì mượt khỏi bàn. Máy chất lượng mà giá hợp lí. Xài con này cho game thủ quá hợp lí :)) nhân viên fpt chu đáo tận tình.,5,Xiaomi Pocophone F1 (No.00503337),113
1186,"Shop cho hỏi ở 295 phan chu trình, tam kỳ, quảng nam có máy để trải nghiệm ko ạ?",5,Xiaomi Pocophone F1 (No.00503337),62
1187,"Muốn khuyến mãi nhiều & trả góp 0% thì cứ oppo mà mua. Tiền ít đòi hít đồ thơm kèm thêm khuyến mãi, đòi bảo hành FPT nữa mới chịu. Nhớ là Snap 845 + Adreno 630.",5,Xiaomi Pocophone F1 (No.00503337),124
1188,Có trả góp o% chưa shop,5,Xiaomi Pocophone F1 (No.00503337),18
1189,Sau 1 ngày trải nghiệm máy chiến liên quân 5h mượt mà Ốp lưng kèm theo bám vân tay vc :)))),5,Xiaomi Pocophone F1 (No.00503337),71
1190,Chiến liên quân mượt mà . Ko giật lag Mọi thứ đều ok Mỗi tội ko cài đc hiển thị % pin,4,Xiaomi Pocophone F1 (No.00503337),64
1191,đã không có km gì còn không có trả góp 0%,1,Xiaomi Pocophone F1 (No.00503337),31
1192,đã không có km gì còn không có trả góp 0%,1,Xiaomi Pocophone F1 (No.00503337),31
1193,Tại sao không ho tro tra góp 0%,1,Xiaomi Pocophone F1 (No.00503337),26
1194,"điện thoại mới mac ko có khuyến mãi quà tặng gì cả, cũng ko có trả góp 0%. hết muốn mua.",1,Xiaomi Pocophone F1 (No.00503337),68
1195,"Máy mạnh,màn hình đẹp,pin trâu,giá rẻ.VÔ ĐỐI",5,Xiaomi Pocophone F1 (No.00503337),38
1196,Mình muốn mua trả góp sản phẩm này dc ko shop? Nếu dc thì thủ tục như nào và trả góp mỗi tháng là bao nhiêu ạ,5,Xiaomi Pocophone F1 (No.00503337),83
1197,Tốt chơi game chủ yếu vấn đề khác ko qtâm ok.cày game ok,5,Xiaomi Pocophone F1 (No.00503337),44
1198,không có Khuyến mãi j .,2,Xiaomi Pocophone F1 (No.00503337),18
1199,Có hàng sơm shop ơi,5,Xiaomi Pocophone F1 (No.00503337),15
1200,Note 7 chính hãng 4tr mà Note 5 vẫn 4tr3 =))))))) Ko giảm giá để đẩy hàng tồn đi à =))))))))),1,Xiaomi Redmi Note 5 32GB (No.00451494),73
1201,Note 7 ra rồi mà sao chưa giảm giá:))?,1,Xiaomi Redmi Note 5 32GB (No.00451494),30
1202,Cửa hàng Võ Văn Ngân hỗ trợ khách hàng tốt đó.,3,Xiaomi Redmi Note 5 32GB (No.00451494),36
1203,"Nv tại cửa hàng 2 Ngô Quyền, tp Tân An rất nhiệt tình. Mến nhất là anh Thắng nv tại cửa hàng rất chu đáo. Xiaomi redmi note 5 rất đẹp. Cấu hình sd636 khá mạnh. Camera nét. Xoá phông tốt. Pin trâu. Có sạc nhanh nữa. Nói chung trong tầm giá này con này là ok. Rất đáng mua..",5,Xiaomi Redmi Note 5 32GB (No.00451494),213
1204,"Nv tại cửa hàng 2 Ngô Quyền, tp Tân An rất nhiệt tình. Mến nhất là anh Thắng nv tại cửa hàng rất chu đáo. Xiaomi redmi note 5 rất đẹp. Cấu hình sd636 khá mạnh. Camera nét. Xoá phông tốt. Pin trâu. Có sạc nhanh nữa. Nói chung trong tầm giá này con này là ok. Rất đáng mua..",5,Xiaomi Redmi Note 5 32GB (No.00451494),213
1205,"Máy dùng ổn, pin khá trâu. Con này có lỗi bao năm mà chưa giải quyết là phát wifi từ 3G bị lỗi",4,Xiaomi Redmi Note 5 32GB (No.00451494),72
1206,"Chỉ tặng sim trắng, không có gói alo max 90",1,Xiaomi Redmi Note 5 32GB (No.00451494),34
1207,Máy dùng khá ngon đối với mình chủ yếu là để chơi PUBG 😍😍😍,5,Xiaomi Redmi Note 5 32GB (No.00451494),45
1208,"Xài được 4 tháng rồi,thấy vẫn OK. Pin có hao khi cập nhật lên MI10",4,Xiaomi Redmi Note 5 32GB (No.00451494),52
1209,máy sử dụng tốt.bắt wifi chập chờn.pin 4k mà yếu như pin 3k.chưa cập nhật phần mềm.đang sử dụng miui 9.5.1.thấy pin nó tụt nhanh quá.màn hình có hai sọc hai bên.máy mới mà đã vậy rồi.,3,Xiaomi Redmi Note 5 32GB (No.00451494),147
1210,Máy ở FPT đường đoàn Hoàng Minh mua hồi 29 tết Sài. Kha OK đc con 3990k NV phục phan cảnh Duy vtu vẫn tận tình khá OK đây chứ để Sài 1 thời gian nữa xem sau nhất định sẽ mua một e mua,5,Xiaomi Redmi Note 5 32GB (No.00451494),139
1211,Pin 4k mà tuột hơi nhanh nói chung giá tầm 4tr máy vầy quá tuyệt rồi nhân viên tư vấn rất ok,5,Xiaomi Redmi Note 5 32GB (No.00451494),71
1212,Pin 4k mà tuột hơi nhanh nói chung giá tầm 4tr máy vầy quá tuyệt rồi nhân viên tư vấn rất ok,5,Xiaomi Redmi Note 5 32GB (No.00451494),71
1213,Mình mua điện thoại dán luôn chống xước mặt sau cả cường lực. Chống xước mặt sau thì cắt nham nhở bẩn về mọi người hỏi mua điện thoại cũ à. Cường lực thì dán che cam lại còn che hết cả fl cam trước không để ý nay phải đi làm lại hết. Đt thoại ok,4,Xiaomi Redmi Note 5 32GB (No.00451494),189
1214,"máy xài rất tốt, pin trâu, sạc nhanh, chơi game nặng như PUBG suốt mấy tiếng vẫn mượt và máy vẫn không nóng. NHƯNG nhân viên phục vụ kém đứng chờ lúc lâu vẫn không ai ra tiếp, dán cường lực xấu mà mình phải bỏ ra tận 120k để dán, đồ tặng kém quá ít chỉ có cáp sạc và đồ lấy sim không tặng tay nghe, máy bị khui seal, không có bản test, chỉ có demo để xem. Về máy thì rất tốt mình mua ở chi nhánh Biên Hòa gần Vincom",4,Xiaomi Redmi Note 5 32GB (No.00451494),321
1215,Xiaomi Redmi Note 5 32GB đỏ còn hàng ở tân mai hoặc tam trinh ko ạ,5,Xiaomi Redmi Note 5 32GB (No.00451494),51
1216,Máy bị lỗi màn hình bị bóng mờ mà ra shop nhân viên kĩ thuật thấy mà không chịu đổi Kêu đem xuống hãng kiểm tra,1,Xiaomi Redmi Note 5 32GB (No.00451494),86
1217,"hồi chiều mình có mua điện thoại bên chi nhánh ở Đại La- Hai Bà Trưng. nhưng nhân viên không đưa biên lai và phiếu bảo hành cho mình, vậy mình phải làm sao ạ? ngoài ra thì sản phẩm mình được nhận là sản phẩm trưng bày chứ không phải từ trong kho. vậy thì nếu điện thoại mình mua bị lỗi mình phải làm như nào ạ?",1,Xiaomi Redmi Note 5 32GB (No.00451494),242
1218,chưa mua nhưng thấy mn đánh giá kém quá nên cho 1* luôn,1,Xiaomi Redmi Note 5 32GB (No.00451494),43
1219,ĐT càng ngày càng giam giá.mà Sao fpt Tăng giá là Sao.tham vọng quá,2,Xiaomi Redmi Note 5 32GB (No.00451494),54
1220,Máy bị lỗi màn hình bị bóng mờ mà ra shop nhân viên kĩ thuật thấy mà không chịu đổi Kêu đem xuống hãng kiểm tra,1,Xiaomi Redmi Note 5 32GB (No.00451494),86
1221,"hồi chiều mình có mua điện thoại bên chi nhánh ở Đại La- Hai Bà Trưng. nhưng nhân viên không đưa biên lai và phiếu bảo hành cho mình, vậy mình phải làm sao ạ? ngoài ra thì sản phẩm mình được nhận là sản phẩm trưng bày chứ không phải từ trong kho. vậy thì nếu điện thoại mình mua bị lỗi mình phải làm như nào ạ?",1,Xiaomi Redmi Note 5 32GB (No.00451494),242
1222,chưa mua nhưng thấy mn đánh giá kém quá nên cho 1* luôn,1,Xiaomi Redmi Note 5 32GB (No.00451494),43
1223,ĐT càng ngày càng giam giá.mà Sao fpt Tăng giá là Sao.tham vọng quá,2,Xiaomi Redmi Note 5 32GB (No.00451494),54
1224,Hôm trước 3tr990 mà hôm nay đã lên giá rồi? Đang muốn mua,1,Xiaomi Redmi Note 5 32GB (No.00451494),45
1225,Mình đặt hàng cái này rồi nhưng họ bảo ở cửa hàng chưa có rồi bảo bố mình ra cửa tiệm chọn cái khác và bố mình cũng đồng ý rồi nhưng mình không muốn. Không biết fpt có hủy đi đơn hàng của mình không hay 5-7 ngày sau họ vẫn sẽ gửi tới nhà như đơn hàng ?,3,Xiaomi Redmi Note 5 32GB (No.00451494),193
1226,"Trước tết mình có mua not5 dùng khá thích, mượt mà, pin trâu. Nhưng ko dc bóc tem, tự tay phá zin e nó. vừa chiều nay định mua thêm 1 con nữa tặng giá vẫn 4tr, mà giờ đã lên 4,3tr rồi",5,Xiaomi Redmi Note 5 32GB (No.00451494),141
1227,Máy xài ngon pin trâu game ngon,4,Xiaomi Redmi Note 5 32GB (No.00451494),25
1228,Tính mua 1 con về xài mà ko bt giá ở trên web 4tr mà ra shop sợ đắt hơn thì ko có tiền mà mua. Mong ad tr lời,3,Xiaomi Redmi Note 5 32GB (No.00451494),80
1229,Duy Tâm nhé.. Gửi lộn.. 😁😁,4,Xiaomi Redmi Note 5 32GB (No.00451494),21
1230,Mới mua hàng ngày hum qua xg... Sản phẩm dùng khá ok.. Chất lượng thì tg sẽ cm... Nói chung là hài lòng,4,Xiaomi Redmi Note 5 32GB (No.00451494),81
1231,E mới mua đt h không biết tầm bao nhiêu phần trăm nên xạc khi nào và các báo nhiêu tiếng là ok,5,Xiaomi Redmi Note 5 32GB (No.00451494),72
1232,màu đỏ redmi note 5 tp nha trang có chưa ạ,5,Xiaomi Redmi Note 5 32GB (No.00451494),32
1233,Sóc trăng có chưa vậy,5,Xiaomi Redmi Note 5 32GB (No.00451494),17
1234,Tp thái nguyên còn hàng ko bạn,3,Xiaomi Redmi Note 5 32GB (No.00451494),24
1235,Xiami not 5 tgdd bán 5tr mấy lần Sao bên fpt bán chỉ có 3tr thôi ạ,5,Xiaomi Redmi Note 5 32GB (No.00451494),50
1236,Xiami not 5 tgdd bán 5tr mấy lần Sao bên fpt bán chỉ có 3tr thôi ạ,5,Xiaomi Redmi Note 5 32GB (No.00451494),50
1237,"cảm nhận của mình sau 1 tuần sử dụng là máy dùng ok chơi game mượt mà thỉnh thoảng hơi giật chút xíu. pin cũng tạm ổn đủ dùng trong 1 ngày thoải mái. pin sạc rất nhanh tầm 2 tiếng đến 2 tiếng rưỡi là đầy. màn hình sắc nét, loa ok, rất lớn, thiết kế đẹp, màn hình lớn, cảm biến vân tay và load wifi, ứng dụng rất nhanh, camera cũng tạm ổn vì mình cũng ko quan tâm nhiều về camera nói chung là tuyệt vời trong tầm giá",5,Xiaomi Redmi Note 5 32GB (No.00451494),323
1238,Mới dùng nhưng thấy OK cảm ứng mọi thứ đều tốt. Chỉ có pin là ko như mong đợi,1,Xiaomi Redmi Note 5 32GB (No.00451494),59
